review_priority,rule_uid,rule_id,title,dimension,risk_level,trigger_layer,semantic_enabled,semantic_role,current_route,old_routing_route,recommended_route,route_changed,trigger_clarity,legal_interpretation_level,fact_verification_level,risk_severity,operator_fixability,calibration_status,conflict_flags,recommendation_reasons,source_file
medium,RUID-7694a8850060153f,COSM-MEDICAL-001,化妆品标签不得明示或暗示医疗作用,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品生产经营监督管理办法_2022.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-9e2b6ad7519be0ac,COSM-MICRO-001,化妆品微生物指标须符合限值,标签标识不规范,中,content,False,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_附件：化妆品安全技术规范（2015年版）_规则拆解_v1.json
medium,RUID-b288979a746ecc79,COSM-MIS-001,化妆品不得超范围宣传,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-873f9add2ecc9622,COSM-MIS-001,商品宣传信息真实性义务,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-aa602bb14122a103,COSM-OTH-001,禁止为法律行政法规禁止生产销售或禁止发布广告的商品服务设计制作代理发布广告,其他,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-4a6d2c4fc4cc871e,COSM-OTH-001,禁止在针对未成年人的大众传播媒介上发布化妆品广告,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-0351704b986d5d1e,COSM-OTH-001,禁止使用过期、废弃、回收的化妆品或原料生产化妆品,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品监督管理条例_2021.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-fcddcf576186f9e9,COSM-OTH-001,化妆品功效宣称评价试验要求,其他,低,content,False,fallback,legal_review_required,operator_direct,legal_review_required,False,open,high,heavy,medium,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_国家药监局关于发布《化妆品功效宣称评价规范》的公告_规则拆解_v1.json
medium,RUID-e6b6df4058b0ced8,COSM-OTHER-001,销售者不得销售国家明令淘汰并停止销售的产品和失效、变质的产品,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国产品质量法（2018修正）_2018.12.29生效_20260615下载_规则拆解_v1.json
medium,RUID-7765255fe0e244d5,COSM-OTHER-001,禁止伪造或冒用产地、厂名厂址及质量标志,其他,高,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国产品质量法（2018修正）_2018.12.29生效_20260615下载_规则拆解_v1.json
medium,RUID-80be4c286d73fac3,COSM-OTHER-004,广告中未经同意不得使用他人名义或形象,广告代言不合规,高,content,True,fallback,legal_review_required,operator_supply_docs,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-60197dfa6e387977,COSM-PLAT-001,特化资质审核：宣称特定功效需提供特殊化妆品备案证明,平台准入/资质不符,高,content,False,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,clear,low,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_小红书【美妆个护行业投放规则】使用手册_规则拆解_v1.json
medium,RUID-b11a65604979d8cb,COSM-PLAT-001,美妆产品禁止涉及医疗保健功效宣传,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_小红书聚光帮助中心-文档_规则拆解_v1.json
medium,RUID-6c252218419f6fb3,COSM-PLAT-001,普通化妆品不得宣传特殊功效,功效超备案,高,content,True,fallback,legal_review_required,operator_supply_docs,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-484d4f5bb51ccac8,COSM-PLAT-002,美妆育发产品功效宣称需按特殊化妆品管理,功效宣称,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_小红书【广告内容规范提醒】——美妆育发产品_规则拆解_v1.json
medium,RUID-852f55127f56f04a,COSM-PQL-001,美妆产品必须符合保障人体健康和人身、财产安全的国家标准或行业标准,其他,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国产品质量法（2018修正）_2018.12.29生效_20260615下载_规则拆解_v1.json
medium,RUID-8fcd20970384dcc8,COSM-PQL-001,产品质量应当符合注明采用的产品标准及表明的质量状况,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国产品质量法（2018修正）_2018.12.29生效_20260615下载_规则拆解_v1.json
medium,RUID-e82dd36e3a77d579,COSM-PRICE-001,宣传售价与实际支付价格不符,价格促销误导,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-3b1de2e3b266d71a,COSM-PRICE-002,基准价无真实依据,价格促销误导,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-b645638fe503638d,COSM-PRV-001,未经消费者同意不得发送商业性信息,其他,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国消费者权益保护法（2013修正）_2014.03.15生效_20260615下载_规则拆解_v1.json
medium,RUID-e1b2a48b602823be,COSM-REG-001,特殊化妆品注册事项变更分类管理,功效超备案,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品注册备案管理办法_2021.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-581fef6ad17cd845,COSM-TB-004,儿童化妆品商品描述禁止使用“食品级”“可食用”等词语或食品有关图案,虚假宣传,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_淘宝网化妆品行业管理规范_规则拆解_v1.json
medium,RUID-3d7a48f0743963a7,COSM-TB-004,儿童化妆品商品描述禁止使用“食品级”“可食用”等词语或食品有关图案,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_淘宝网化妆品行业管理规范_规则拆解_v1.json
medium,RUID-3a4dae0457f1acac,COSM-UC-001,禁止删除、屏蔽用户不利评价,用户评价/种草误导,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_网络直播营销管理办法（试行）_2021.05.25生效_20260615下载_规则拆解_v1.json
medium,RUID-2344351d04cb9742,COSM-WARN-001,化妆品标签安全警示用语标注要求,警示语缺失,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_国家药监局关于发布实施《化妆品标签管理办法》的公告_2022.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-1dcb65d435701939,COSM-虚假宣传-001,禁止使用禁止用于化妆品生产的原料、应当注册但未经注册的新原料生产化妆品,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_化妆品监督管理条例_2021.01.01生效_20260615下载_规则拆解_v1.json
medium,RUID-db531a5b5ccce31b,COSM-虚假宣传-001,特殊用途化妆品超范围宣传禁止,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,heavy,high,guided_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-5b5a5d9068ba0c0f,COSM-虚假宣传-001,美妆商品禁止宣传医疗、医美、保健功效,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-2abda767194a0daf,COSM-虚假宣传-001,禁止使用外用药物或医用化妆品概念相关功效语,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-adbdf62e0522296e,COSM-虚假宣传-001,禁止普通化妆品宣传特殊功效或超范围宣传,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-19607e3f248cc2f5,COSM-虚假宣传-001,特殊化妆品超范围宣传-功效宣称超出注册范围,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-503970617d0d84f1,COSM-虚假宣传-001,美妆商品效果保证宣传禁止规则,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-f5ec77e12b20c051,COSM-虚假宣传-001,禁止无数据支撑的效果保证宣传,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-1c246de1b3125c73,COSM-虚假宣传-001,美妆宣传禁止使用虚假性保证词语,虚假宣传,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-9e32de4d02d4c3d3,COSM-虚假宣传-001,专利/荣誉/销量/研发单位/效果指数虚假宣传,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-ea9f23869df0f8bc,COSM-虚假宣传-001,美妆行业宣传规范-效果虚假,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-5957d38b93e31329,COSM-虚假宣传-002,禁止暗示化妆品可食用,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-025d79a49ee1ea06,CPL-56-001,禁止对商品或服务作虚假或引人误解的宣传,虚假宣传,高,content,True,fallback,legal_review_required,operator_direct,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国消费者权益保护法（2013修正）_2014.03.15生效_20260615下载_规则拆解_v1.json
medium,RUID-8747128b12bea56d,DY-COSM-001,化妆品不得宣传医疗效果,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-355148d0f4c9b45f,DY-COSM-001,化妆品不得宣传医疗效果,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-7c41716145d01973,DY-COSM-001,化妆品商品不得过度承诺效果,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-6d9c73f1813c036b,DY-COSM-001,禁止恶意贬低第三方进行对比宣传,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-8b6db2049d91cf1e,DY-COSM-001,创作者对推广商品不符合安全要求或虚假宣传承担连带责任,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-ca83bf732424bf73,DY-COSM-001,禁止明示或暗示具有医疗功效-消炎抗敏类功效语,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-71abcbe693c36524,DY-COSM-001,普通化妆品宣传特殊功效,功效超备案,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-2cf05ee3b2738f63,DY-COSM-001,特殊身份带货禁止规则,广告代言不合规,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-20c0116e11280fa0,DY-COSM-001,美妆效果虚假宣传禁止规则,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-79ddc3d35625acfc,DY-COSM-001,美妆行业禁止使用广告极限词,绝对化用语,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-48dd4b8d0b3b8a02,DY-COSM-001,大小/重量/数量虚假宣传禁止规则,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,guided_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-b4a75d0bcb280918,DY-COSM-002,非特殊用途化妆品不得宣传特殊功效,功效超备案,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,light,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-a6f6803a76ae8fee,DY-COSM-002,非特殊用途化妆品不得宣传特殊功效,功效超备案,高,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-0d2f1071b5f33116,DY-COSM-002,化妆品商品不得使用绝对化用语宣传功效,绝对化用语,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-15dba78c5d5e7d1c,DY-COSM-002,特殊用途化妆品需持有备案证明方可宣传特化效果,功效超备案,高,content,True,fallback,legal_review_required,operator_supply_docs,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-34c6a533797efffe,DY-COSM-002,禁止明示或暗示具有医疗功效-细胞类功效语,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-a0fe79ec4fa4a790,DY-COSM-003,特殊用途化妆品不得跨类别宣传,功效超备案,高,content,True,fallback,legal_review_required,operator_supply_docs,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-3f3b7c719ab88095,DY-COSM-003,特殊用途化妆品不得跨类别宣传,功效超备案,高,content,True,fallback,legal_review_required,operator_supply_docs,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-9b366dc54aeffaa3,DY-COSM-003,化妆品商品不得虚假宣传平替概念,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-4b74c2a3f429df0f,DY-COSM-004,不得无依据承诺效果或使用绝对化用语,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-22f270203a1937a7,DY-COSM-004,宣传红血丝需避免绝对化用语且与商详页一致,绝对化用语,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,clear,low,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【化妆品类】商品虚假宣传细则_规则拆解_v1.json
medium,RUID-4e9b5f36db327e7e,DY-COSM-004,禁止明示或暗示具有医疗功效-内分泌类功效语,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-a56980eefdeca399,DY-COSM-004,美妆不得利用医疗机构或工作人员名义推荐规则,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260706_抖音【美妆行业宣传规范】实施细则_规则拆解_v1.json
