case_id,queried,status,title,court,last_instance_date,case_flag,url,court_expected,loose_match_count,raw_path,error
sector_docx__beauty__1696a02c,（2018）鄂0105民初1791号,hit,毛冉冉与广州娇比萃化妆品有限公司、广州芊植本草化妆品有限公司产品责任纠纷一审民事判决书,湖北省武汉市汉阳区人民法院,2018.07.17,(2018)鄂0105民初1791号,https://www.pkulaw.com/pfnl/a25051f3312b07f35a75c97955e195f4565ff65a8eb52fd3bdfb.html?way=mcp,武汉市汉阳区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__1696a02c___2018_鄂0105民初1791号.json,
sector_docx__beauty__21f65a16,（2018）鄂0105民初5389号,hit,毛冉冉与深圳市龙岗区亿发日贸易商行网络购物合同纠纷一审民事判决书,湖北省武汉市汉阳区人民法院,2019.01.14,(2018)鄂0105民初5389号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc485a403d6afa317d0fe8ffe2c4b87c6c0bdfb.html?way=mcp,武汉市汉阳区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__21f65a16___2018_鄂0105民初5389号.json,
sector_docx__beauty__2626bbb1,（2022）豫01行终792号,hit,郑州市中原区市场监督管理局与常某建行政处罚二审行政判决书,河南省郑州市中级人民法院,2022.09.30,(2022)豫01行终792号,https://www.pkulaw.com/pfnl/08df102e7c10f2069962d3c4756365caab09a53626bd74cdbdfb.html?way=mcp,郑州市中级人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__2626bbb1___2022_豫01行终792号.json,
sector_docx__beauty__27760156,（2023）川0504行审1号,hit,泸州市龙马潭区市场监督管理局与泸州韩美整形美容有限公司非诉行政行为申请执行审查裁定书,四川省泸州市龙马潭区人民法院,2023.01.17,(2023)川0504行审1号,https://www.pkulaw.com/pfnl/08df102e7c10f20656343c43191029c4e05c65833e1580a2bdfb.html?way=mcp,泸州市龙马潭区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__27760156___2023_川0504行审1号.json,
sector_docx__beauty__5560f828,（2024）浙0603行审7号,hit,绍兴市柯桥区市场监督管理局、绍兴金乌玉农业科技有限公司行政处罚行政非诉审查行政裁定书,浙江省绍兴市柯桥区人民法院（原浙江省绍兴县人民法院）,2024.01.18,(2024)浙0603行审7号,https://www.pkulaw.com/pfnl/08df102e7c10f206da5a2535a5c109ba1d197254ae9f8317bdfb.html?way=mcp,绍兴市柯桥区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__5560f828___2024_浙0603行审7号.json,
sector_docx__beauty__6091c23e,（2020）鲁0203行初204号,hit,青岛天地和装饰设计有限公司与青岛市市北区市场监督管理局质量监督检验检疫行政管理:其他(质量监督)一审行政判决书,山东省青岛市市北区人民法院,2020.12.29,(2020)鲁0203行初204号,https://www.pkulaw.com/pfnl/c05aeed05a57db0a4cfbb2483cffd8b16e41fd185959120fbdfb.html?way=mcp,青岛市市北区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__6091c23e___2020_鲁0203行初204号.json,
sector_docx__beauty__96b1a837,（2018）鄂0105民初1792号,hit,毛冉冉与广州舒美生物科技有限公司产品责任纠纷一审民事判决书,湖北省武汉市汉阳区人民法院,2018.07.16,(2018)鄂0105民初1792号,https://www.pkulaw.com/pfnl/a25051f3312b07f30d2bac97c5a492977495e48f132d1125bdfb.html?way=mcp,武汉市汉阳区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__96b1a837___2018_鄂0105民初1792号.json,
sector_docx__beauty__9b9bec19,（2018）鲁0611行审37号,hit,烟台市福山区市场监督管理局、烟台市福山区仙品果蔬专业合作社非诉执行审查行政裁定书,山东省烟台市福山区人民法院,2018.05.08,(2018)鲁0611行审37号,https://www.pkulaw.com/pfnl/a25051f3312b07f32a403961782e0fbb56b2ffa29f9d7dcebdfb.html?way=mcp,烟台市福山区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__9b9bec19___2018_鲁0611行审37号.json,
sector_docx__beauty__a28e6eb6,（2018）鄂0105民初5110号,hit,毛冉冉与广州雅新生物科技有限公司网络购物合同纠纷一审民事判决书,湖北省武汉市汉阳区人民法院,2019.01.24,(2018)鄂0105民初5110号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4532abe76f8b403997aa3b56d79b25d40bdfb.html?way=mcp,武汉市汉阳区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__a28e6eb6___2018_鄂0105民初5110号.json,
sector_docx__beauty__ad8eba05,（2021）闽0304民初1796号,hit,陈剑力、河南维颜化妆品有限公司网络购物合同纠纷民事一审民事判决书,福建省莆田市荔城区人民法院,2021.09.16,(2021)闽0304民初1796号,https://www.pkulaw.com/pfnl/08df102e7c10f206c0fd8b425bb92d342c7388671576614ebdfb.html?way=mcp,莆田市荔城区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__ad8eba05___2021_闽0304民初1796号.json,
sector_docx__beauty__adcff395,（2021）豫01行终177号,hit,郑州市中原区市场监督管理局、河南聚美化妆品销售有限公司质量监督检验检疫行政管理:其他(质量监督)二审行政判决书,河南省郑州市中级人民法院,2021.02.19,(2021)豫01行终177号,https://www.pkulaw.com/pfnl/c05aeed05a57db0a05402266a441410b057942473fb3ef43bdfb.html?way=mcp,郑州市中级人民法院,3,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__adcff395___2021_豫01行终177号.json,
sector_docx__beauty__b7712cbc,（2016）粤0111民初9365号,hit,林福平诉建德市艾氏贸易有限公司网络购物合同纠纷案,广东省广州市白云区人民法院,2017.07.19,(2016)粤0111民初9365号,https://www.pkulaw.com/pfnl/a25051f3312b07f3b73250e76ee6e0e1b0c12c6539d2a6a1bdfb.html?way=mcp,广州市白云区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__b7712cbc___2016_粤0111民初9365号.json,
sector_docx__beauty__ba07e527,（2018）浙0703行审23号,hit,金华市金东区市场监督管理局、俞某某非诉执行审查行政裁定书,浙江省金华市金东区人民法院,2018.05.17,(2018)浙0703行审23号,https://www.pkulaw.com/pfnl/a25051f3312b07f3d4e34e80a53421c3c6c66893f0dd75f3bdfb.html?way=mcp,金华市金东区人民法院,4,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__ba07e527___2018_浙0703行审23号.json,
sector_docx__beauty__cfc7d2a0,（2019）桂0681行初4号,hit,韦彩群与东兴市市场监督管理局、东兴市人民政府行政监察(监察)一审行政判决书,广西壮族自治区东兴市人民法院,2020.09.28,(2019)桂0681行初4号,https://www.pkulaw.com/pfnl/c05aeed05a57db0a977430b29fb5785b5b40ddebc1393e35bdfb.html?way=mcp,东兴市人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__cfc7d2a0___2019_桂0681行初4号.json,
sector_docx__beauty__f46b8aed,（2020）鄂0115民初732号,hit,毛冉冉与广州医美医药科技有限公司网络购物合同纠纷一审民事判决书,湖北省武汉市江夏区人民法院,2020.07.07,(2020)鄂0115民初732号,https://www.pkulaw.com/pfnl/c05aeed05a57db0a65a93ccb70ab6734598decea5792f475bdfb.html?way=mcp,武汉市江夏区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__f46b8aed___2020_鄂0115民初732号.json,
sector_docx__beauty__f500e86e,（2016）豫04行终126号,hit,驻马店市晨钟生物科技有限公司与平顶山市工商行政管理局新华分局工商行政管理二审行政判决书,河南省平顶山市中级人民法院,2016.07.13,(2016)豫04行终126号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4161855fd1f70238718e64d4e31006a68bdfb.html?way=mcp,河南省平顶山市中级人民法院,8,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__f500e86e___2016_豫04行终126号.json,
sector_docx__game__19894e09,（2023）粤0192民初1448号,hit,王越、广州鑫晨网络科技有限公司等网络服务合同纠纷民事一审民事判决书,广州互联网法院,2023.04.12,(2023)粤0192民初1448号,https://www.pkulaw.com/pfnl/08df102e7c10f206fd83f1e429d8c757a7bacc3e254bc132bdfb.html?way=mcp,广州互联网法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__19894e09___2023_粤0192民初1448号.json,
sector_docx__game__3ba48058,（2020）粤0192民初4007号,hit,陈睿泽与广州库洛科技有限公司网络服务合同纠纷一审民事判决书,贵州省遵义市红花岗区人民法院,2020.07.20,（2020）粤0192民初4007号,https://www.pkulaw.com/pfnl/c05aeed05a57db0a385f43490508d6305d876fb6887fb808bdfb.html?way=mcp,广州互联网法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__3ba48058___2020_粤0192民初4007号.json,
sector_docx__game__4cff4dd4,（2025）粤0192民初9279号,hit,许福渊等与上海以尚网络技术有限公司网络服务合同纠纷一审民事判决书,广州互联网法院,2025.11.20,(2025)粤0192民初9279号,https://www.pkulaw.com/pfnl/c7ed112b8012f816b0f29108a37ed6053b79166e81a09114bdfb.html?way=mcp,广州互联网法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__4cff4dd4___2025_粤0192民初9279号.json,
sector_docx__game__53e9096b,（2025）沪0104民初7362号,hit,郭某与某某公司等服务合同纠纷一审民事裁定书,上海市徐汇区人民法院,2025.04.03,(2025)沪0104民初7362号,https://www.pkulaw.com/pfnl/08df102e7c10f20615d6c9a6eb87b0d33c1b8e5a1ff06c96bdfb.html?way=mcp,上海市徐汇区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__53e9096b___2025_沪0104民初7362号.json,
sector_docx__game__54a80f6c,（2025）京0491民初7134号,hit,刘某与某科技有限公司网络服务合同纠纷一审民事判决书,北京互联网法院,2025.05.27,(2025)京0491民初7134号,https://www.pkulaw.com/pfnl/08df102e7c10f206744b860d9baa30382394346eb63bd706bdfb.html?way=mcp,北京互联网法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__54a80f6c___2025_京0491民初7134号.json,
sector_docx__game__551a4343,（2023）赣1104民初2952号,hit,朱某伟与江西某某信息技术有限公司网络服务合同纠纷一审民事判决书,江西省上饶市广信区人民法院（原江西省上饶县人民法院）,2023.07.28,(2023)赣1104民初2952号,https://www.pkulaw.com/pfnl/08df102e7c10f20600b8aab4f11e3a02309fafe0df7cc609bdfb.html?way=mcp,上饶市广信区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__551a4343___2023_赣1104民初2952号.json,
sector_docx__game__6a91b70a,（2021）粤0192民初25167号,hit,鲍道成、广州掌跃网络科技有限公司等网络服务合同纠纷民事一审民事判决书,广州互联网法院,2021.12.15,(2021)粤0192民初25167号,https://www.pkulaw.com/pfnl/95b2ca8d4055fce148ba2cbee66ce7fd93e36f5a241b9d98bdfb.html?way=mcp,广州互联网法院,3,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__6a91b70a___2021_粤0192民初25167号.json,
sector_docx__game__6b073bbb,（2024）浙0192民初1779号,hit,吴某;杭州某有限公司;王某;郝某网络服务合同纠纷一审民事判决书,杭州互联网法院,2024.06.05,(2024)浙0192民初1779号,https://www.pkulaw.com/pfnl/c7ed112b8012f8168b48bff323e66ba1e52896fa0f88d9d1bdfb.html?way=mcp,杭州互联网法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__6b073bbb___2024_浙0192民初1779号.json,
sector_docx__game__a5b354d7,（2020）粤0192民初22669号,hit,赵剑磊与三七互娱（上海）科技有限公司、安徽三七网络科技有限公司网络服务合同纠纷一审民事判决书,广州互联网法院,2020.07.23,(2020)粤0192民初22669号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc447bc17425893b37a2e04de7c2eeeaccfbdfb.html?way=mcp,广州互联网法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__a5b354d7___2020_粤0192民初22669号.json,
sector_docx__game__b5daf3c4,（2025）京0491民初25297号,hit,某（北京）科技有限公司;孙某网络服务合同纠纷一审民事判决书,北京互联网法院,2026.01.12,(2025)京0491民初25297号,https://www.pkulaw.com/pfnl/c7ed112b8012f816802d598ad7e91a7bbae433aa37e21284bdfb.html?way=mcp,北京互联网法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__b5daf3c4___2025_京0491民初25297号.json,
sector_docx__game__cc400e61,（2023）京0491民初1062号,hit,王某与北京某公司网络服务合同纠纷一审民事判决书,北京互联网法院,2024.01.15,(2023)京0491民初1062号,https://www.pkulaw.com/pfnl/08df102e7c10f2061767ba1d02c380b353edb4e5beaf18a0bdfb.html?way=mcp,北京互联网法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__cc400e61___2023_京0491民初1062号.json,
sector_docx__game__ccf5c3bb,（2023）琼96民终6628号,hit,朱某伟、海南某公司合同纠纷民事二审民事判决书,海南省第一中级人民法院,2024.03.22,(2023)琼96民终6628号,https://www.pkulaw.com/pfnl/08df102e7c10f20672d7d192c61ee75af944dba1f347f539bdfb.html?way=mcp,海南省第一中级人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__ccf5c3bb___2023_琼96民终6628号.json,
sector_docx__game__d9a46e29,（2024）川14行终29号,hit,四川某某科技有限公司与眉山市市场监督管理局、眉山市人民政府行政处罚及行政复议二审行政判决书,四川省眉山市中级人民法院,2024.04.15,(2024)川14行终29号,https://www.pkulaw.com/pfnl/08df102e7c10f206fdd3d5f7f4e5ef63e70adaf329d841c8bdfb.html?way=mcp,眉山市中级人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__d9a46e29___2024_川14行终29号.json,
sector_docx__game__e9a15585,（2025）粤0192民初19683号,hit,闻涛;广州灵犀互动娱乐有限公司网络服务合同纠纷一审民事判决书,广州互联网法院,2025.09.02,(2025)粤0192民初19683号,https://www.pkulaw.com/pfnl/c7ed112b8012f81683c924c68d235621ae3b162aa7446dd3bdfb.html?way=mcp,广州互联网法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__game__e9a15585___2025_粤0192民初19683号.json,
sector_docx__health__21364f49,（2016）浙07行终370号,hit,义乌市爽爽戒烟咨询服务站与义乌市市场监督管理局等处罚上诉案,浙江省金华市中级人民法院,2016.12.21,(2016)浙07行终370号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc460234a415b0ae3be91940b849c90355fbdfb.html?way=mcp,浙江省金华市中级人民法院,6,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__21364f49___2016_浙07行终370号.json,
sector_docx__health__47adc1ea,（2024）川0105行审11号,hit,成都市青羊区市场监督管理局与成都某某某某有限公司非诉行政行为申请执行审查裁定书,四川省成都市青羊区人民法院,2024.04.03,(2024)川0105行审11号,https://www.pkulaw.com/pfnl/08df102e7c10f206c3a6d5050ca862228a6abf75aafceb29bdfb.html?way=mcp,成都市青羊区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__47adc1ea___2024_川0105行审11号.json,
sector_docx__health__4868d2df,（2019）闽0824行初28号,hit,连城县文亨良瑞食品经营部与连城县市场监督管理局行政监察(监察)一审行政判决书,福建省武平县人民法院,2019.12.09,(2019)闽0824行初28号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc485f10c32241aee0d64fc71f9db532fc8bdfb.html?way=mcp,武平县人民法院,5,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__4868d2df___2019_闽0824行初28号.json,
sector_docx__health__48c50f1c,（2020）云2301行初88号,hit,楚雄市鹿城镇四世同堂食品经营部与楚雄市市场监督管理局一审行政判决书,云南省楚雄市人民法院,2021.04.21,(2020)云2301行初88号,https://www.pkulaw.com/pfnl/c05aeed05a57db0ab8ecb227ddbcfb6efdc6bf39a575c51dbdfb.html?way=mcp,楚雄市人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__48c50f1c___2020_云2301行初88号.json,
sector_docx__health__4d2b48f7,（2020）浙1102行初42号,hit,丽水市莲都区运祥日用品商行与丽水市市场监督管理局、丽水市人民政府行政监察(监察)一审行政判决书,浙江省丽水市莲都区人民法院,2020.09.08,(2020)浙1102行初42号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc46880fb6572044a25388f6504cb63f2a4bdfb.html?way=mcp,丽水市莲都区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__4d2b48f7___2020_浙1102行初42号.json,
sector_docx__health__5a23d058,（2020）鲁0811行审94号,hit,济宁市任城区市场监督管理局、济宁婧港商贸有限公司非诉执行审查行政裁定书,山东省济宁市任城区人民法院,2020.06.22,(2020)鲁0811行审94号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4c8d86bda0f592984fc4a1e7ab19e48a0bdfb.html?way=mcp,济宁市任城区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__5a23d058___2020_鲁0811行审94号.json,
sector_docx__health__5d46a744,（2020）粤06行终286号,hit,佛山市南海区益尔康保健品商行与佛山市南海区人民政府、佛山市南海区市场监督管理局其他行政管理一案行政二审判决书,广东省佛山市中级人民法院,2020.06.28,(2020)粤06行终286号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4a97243dc5783ca5e5772fdd406394076bdfb.html?way=mcp,广东省佛山市中级人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__5d46a744___2020_粤06行终286号.json,
sector_docx__health__6a1dde83,（2021）冀0903行审4号,hit,沧州市运河区市场监督管理局、沧州市运河区东方红保健食品经销处非诉执行审查行政裁定书,河北省沧州市运河区人民法院,2021.03.18,(2021)冀0903行审4号,https://www.pkulaw.com/pfnl/c05aeed05a57db0a5dc88dd5138ad8958bc47954fa79731fbdfb.html?way=mcp,沧州市运河区人民法院,3,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__6a1dde83___2021_冀0903行审4号.json,
sector_docx__health__70bd40e0,（2020）鲁0322行审7号,hit,高青县市场监督管理局、高青县华某某健品经营部非诉执行审查行政裁定书,山东省高青县人民法院,2020.06.18,(2020)鲁0322行审7号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc43c4a0c487885417854ec581d633169debdfb.html?way=mcp,高青县人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__70bd40e0___2020_鲁0322行审7号.json,
sector_docx__health__9e72583c,（2019）浙1122行审36号,hit,缙云县市场监督管理局、王志虎非诉执行审查行政裁定书,浙江省缙云县人民法院,2019.08.07,(2019)浙1122行审36号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc469f66257cb668bd72db507cd2e5514d4bdfb.html?way=mcp,缙云县人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__9e72583c___2019_浙1122行审36号.json,
sector_docx__health__aba1a4e2,（2020）川0502行审15号,hit,泸州市江阳区市场监督管理局、泸州市澳鼎医疗器械有限公司非诉执行审查行政裁定书,四川省泸州市江阳区人民法院,2020.09.02,(2020)川0502行审15号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc41fa750babc1ebbf9ccb3cc3c6f45c243bdfb.html?way=mcp,泸州市江阳区人民法院,2,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__aba1a4e2___2020_川0502行审15号.json,
sector_docx__health__abf17acb,（2025）川0114民初296号,hit,何磊;太原鑫润发科技有限公司买卖合同纠纷一审民事判决书,四川省成都市新都区人民法院（原四川省新都县人民法院）,2025.04.21,(2025)川0114民初296号,https://www.pkulaw.com/pfnl/c7ed112b8012f8168f764879b780ab778e0f66f8028624a4bdfb.html?way=mcp,成都市新都区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__abf17acb___2025_川0114民初296号.json,
sector_docx__health__aeccb98a,（2020）浙0105行审18号,hit,杭州市拱墅区市场监督管理局、杭州市拱墅区海研保健食品经营部非诉执行审查行政裁定书,浙江省杭州市拱墅区人民法院,2020.07.09,(2020)浙0105行审18号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4c8212a57961e5b8ab2a1ef53e6f45f61bdfb.html?way=mcp,杭州市拱墅区人民法院,3,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__aeccb98a___2020_浙0105行审18号.json,
sector_docx__health__b99ce8d0,（2020）鲁0102行审30号,hit,济南市历下区市场监督管理局与济南历下金泰保健品经营部(岳少伟)处罚类一审裁定书,山东省济南市历下区人民法院,2020.04.21,(2020)鲁0102行审30号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc42bf721171b0f755a82c6d3d26cff4fa1bdfb.html?way=mcp,济南市历下区人民法院,3,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__b99ce8d0___2020_鲁0102行审30号.json,
sector_docx__health__bd569381,（2020）浙1102行初41号,hit,丽水市莲都区善博广告设计工作室与丽水市市场监督管理局、丽水市人民政府行政监察(监察)一审行政判决书,浙江省丽水市莲都区人民法院,2020.09.08,(2020)浙1102行初41号,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc40b75350ef8688b4fc4127c0a79dffc70bdfb.html?way=mcp,丽水市莲都区人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__bd569381___2020_浙1102行初41号.json,
sector_docx__health__bdad9230,（2021）豫1024行审31号,hit,鄢陵县市场监督管理局、鄢陵县婴智杰心爱宝贝母婴商城非诉执行审查行政裁定书,河南省鄢陵县人民法院,2021.02.25,(2021)豫1024行审31号,https://www.pkulaw.com/pfnl/c05aeed05a57db0a907b81427f4618da29a92ec7ceb02f81bdfb.html?way=mcp,鄢陵县人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__bdad9230___2021_豫1024行审31号.json,
sector_docx__health__ce7b9365,（2025）皖0722行审19号,hit,枞阳县市场监督管理局、枞阳县ＸＸＸ社区生活馆非诉行政行为申请执行审查行政裁定书,安徽省枞阳县人民法院,2025.07.15,(2025)皖0722行审19号,https://www.pkulaw.com/pfnl/c7ed112b8012f816c4125d6dc9c1efcfed6d014c4c9c6fd6bdfb.html?way=mcp,枞阳县人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__ce7b9365___2025_皖0722行审19号.json,
sector_docx__health__d8460228,（2025）桂13行终37号,hit,张萍;象州县市场监督管理局没收违法所得二审行政判决书,广西壮族自治区来宾市中级人民法院,2025.07.15,(2025)桂13行终37号,https://www.pkulaw.com/pfnl/c7ed112b8012f8164203c7aa1b300a8f181c6284956b41d0bdfb.html?way=mcp,来宾市中级人民法院,1,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__health__d8460228___2025_桂13行终37号.json,
